,Market,Submarket,Population,Start,Price,LTV,Loan,Equity,SOFR,Spread,Net_Rate
Los Angeles - CA USA - Greater Inglewood,Los Angeles - CA,Greater Inglewood,9686442.0,2024-12-31,717317.5644,0.6,430390.53864,286927.02576000005,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Hollywood,Los Angeles - CA,Hollywood,9686442.0,2024-12-31,627605.7239,0.6,376563.43434,251042.28956,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Koreatown,Los Angeles - CA,Koreatown,9686442.0,2024-12-31,607222.7246,0.6,364333.6347599999,242889.08984,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Long Beach/Ports,Los Angeles - CA,Long Beach/Ports,9686442.0,2024-12-31,526440.7053,0.6,315864.42318000004,210576.28212000002,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - North Hills/Panorama City,Los Angeles - CA,North Hills/Panorama City,9686442.0,2024-12-31,458472.5874,0.6,275083.55244,183389.03496000002,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - North San Fernando Valley,Los Angeles - CA,North San Fernando Valley,9686442.0,2024-12-31,415794.2399,0.6,249476.54393999997,166317.69596,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Northeast Los Angeles,Los Angeles - CA,Northeast Los Angeles,9686442.0,2024-12-31,665739.8219,0.6,399443.89314,266295.92876,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Northridge,Los Angeles - CA,Northridge,9686442.0,2024-12-31,481581.1217,0.6,288948.67302,192632.44868000003,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Pasadena,Los Angeles - CA,Pasadena,9686442.0,2024-12-31,578562.5894,0.6,347137.55364000006,231425.03576000003,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - San Gabriel Valley,Los Angeles - CA,San Gabriel Valley,9686442.0,2024-12-31,542721.2218,0.6,325632.73308000003,217088.48872000002,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Santa Clarita Valley,Los Angeles - CA,Santa Clarita Valley,9686442.0,2024-12-31,525868.7395,0.6,315521.2437,210347.49580000003,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Santa Monica,Los Angeles - CA,Santa Monica,9686442.0,2024-12-31,718944.9275,0.6,431366.9565,287577.971,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Sherman Oaks,Los Angeles - CA,Sherman Oaks,9686442.0,2024-12-31,541520.7723,0.6,324912.46338,216608.30891999998,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - South Bay,Los Angeles - CA,South Bay,9686442.0,2024-12-31,523953.6588,0.6,314372.19528,209581.46352,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - South Los Angeles,Los Angeles - CA,South Los Angeles,9686442.0,2024-12-31,560876.7706,0.6,336526.06236,224350.70824000004,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Southeast Los Angeles,Los Angeles - CA,Southeast Los Angeles,9686442.0,2024-12-31,484178.312,0.6,290506.9872,193671.3248,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Studio City/N Hollywood,Los Angeles - CA,Studio City/N Hollywood,9686442.0,2024-12-31,536807.0867,0.6,322084.25202,214722.83468,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Sun Valley,Los Angeles - CA,Sun Valley,9686442.0,2024-12-31,556886.7819,0.6,334132.0691399999,222754.71276,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Tarzana,Los Angeles - CA,Tarzana,9686442.0,2024-12-31,644726.1445,0.6,386835.6867,257890.45780000003,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Van Nuys,Los Angeles - CA,Van Nuys,9686442.0,2024-12-31,441760.8287,0.6,265056.49722,176704.33148000002,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Venice Beach,Los Angeles - CA,Venice Beach,9686442.0,2024-12-31,599118.8844,0.6,359471.33063999994,239647.55376,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - West County,Los Angeles - CA,West County,9686442.0,2024-12-31,3292878.1,0.6,1975726.8599999999,1317151.2400000002,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - West Hollywood,Los Angeles - CA,West Hollywood,9686442.0,2024-12-31,752050.4351,0.6,451230.26106,300820.17404,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - West San Fernando Valley,Los Angeles - CA,West San Fernando Valley,9686442.0,2024-12-31,527062.3987,0.6,316237.43922,210824.95948000002,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Westlake,Los Angeles - CA,Westlake,9686442.0,2024-12-31,528527.7201,0.6,317116.63206,211411.08804000003,0.0404,0.03,0.07039999999999999
Los Angeles - CA USA - Woodland Hills,Los Angeles - CA,Woodland Hills,9686442.0,2024-12-31,447061.1421,0.6,268236.68526,178824.45684,0.0404,0.03,0.07039999999999999
Louisville - KY USA - Crescent Hill,Louisville - KY,Crescent Hill,1328377.0,2024-12-31,173998.3871,0.6,104399.03225999999,69599.35484,0.0404,0.03,0.07039999999999999
Louisville - KY USA - Downtown Louisville,Louisville - KY,Downtown Louisville,1328377.0,2024-12-31,177272.5573,0.6,106363.53437999998,70909.02292,0.0404,0.03,0.07039999999999999
Louisville - KY USA - East End,Louisville - KY,East End,1328377.0,2024-12-31,227723.6539,0.6,136634.19234,91089.46156000001,0.0404,0.03,0.07039999999999999
Louisville - KY USA - Portland/Shawnee/PRP,Louisville - KY,Portland/Shawnee/PRP,1328377.0,2024-12-31,97460.3934,0.6,58476.236039999996,38984.157360000005,0.0404,0.03,0.07039999999999999
Louisville - KY USA - South Jefferson County,Louisville - KY,South Jefferson County,1328377.0,2024-12-31,192819.429,0.6,115691.6574,77127.77160000001,0.0404,0.03,0.07039999999999999
Louisville - KY USA - Southern Indiana,Louisville - KY,Southern Indiana,1328377.0,2024-12-31,165326.7764,0.6,99196.06584,66130.71056,0.0404,0.03,0.07039999999999999
Louisville - KY USA - St Matthews/Lyndon,Louisville - KY,St Matthews/Lyndon,1328377.0,2024-12-31,131167.6767,0.6,78700.60602,52467.070680000004,0.0404,0.03,0.07039999999999999
Lubbock - TX USA - Downtown Lubbock,Lubbock - TX,Downtown Lubbock,333746.0,2024-12-31,109047.1744,0.6,65428.30464,43618.86976,0.0404,0.03,0.07039999999999999
Lubbock - TX USA - North Inner Loop,Lubbock - TX,North Inner Loop,333746.0,2024-12-31,107040.3406,0.6,64224.204359999996,42816.13624,0.0404,0.03,0.07039999999999999
Lubbock - TX USA - Outlying Lubbock County,Lubbock - TX,Outlying Lubbock County,333746.0,2024-12-31,95796.2423,0.6,57477.74538,38318.49692,0.0404,0.03,0.07039999999999999
Lynchburg - VA USA - Lynchburg ,Lynchburg - VA,Lynchburg ,264059.0,2024-12-31,444808.1108,0.6,266884.86647999997,177923.24432000003,0.0404,0.03,0.07039999999999999
Macon - GA USA - Bibb County,Macon - GA,Bibb County,234758.0,2024-12-31,144836.8672,0.6,86902.12032,57934.746880000006,0.0404,0.03,0.07039999999999999
Madison - WI USA - Downtown Madison,Madison - WI,Downtown Madison,705231.0,2024-12-31,246662.3754,0.6,147997.42523999998,98664.95016000001,0.0404,0.03,0.07039999999999999
Madison - WI USA - East Madison,Madison - WI,East Madison,705231.0,2024-12-31,188130.136,0.6,112878.08159999999,75252.05440000001,0.0404,0.03,0.07039999999999999
Madison - WI USA - Fitchburg,Madison - WI,Fitchburg,705231.0,2024-12-31,164653.6686,0.6,98792.20116,65861.46744000001,0.0404,0.03,0.07039999999999999
Madison - WI USA - Middleton,Madison - WI,Middleton,705231.0,2024-12-31,190116.7806,0.6,114070.06835999999,76046.71224000001,0.0404,0.03,0.07039999999999999
Madison - WI USA - Outlying Dane County,Madison - WI,Outlying Dane County,705231.0,2024-12-31,179603.2115,0.6,107761.9269,71841.2846,0.0404,0.03,0.07039999999999999
Madison - WI USA - Sun Prairie,Madison - WI,Sun Prairie,705231.0,2024-12-31,131399.4861,0.6,78839.69166000001,52559.794440000005,0.0404,0.03,0.07039999999999999
Madison - WI USA - Verona,Madison - WI,Verona,705231.0,2024-12-31,186904.3564,0.6,112142.61383999999,74761.74256,0.0404,0.03,0.07039999999999999
Madison - WI USA - West Madison,Madison - WI,West Madison,705231.0,2024-12-31,189143.3777,0.6,113486.02662,75657.35108000001,0.0404,0.03,0.07039999999999999
Manchester - NH USA - Manchester,Manchester - NH,Manchester,428704.0,2024-12-31,241768.64,0.6,145061.184,96707.456,0.0404,0.03,0.07039999999999999
Manchester - NH USA - Nashua,Manchester - NH,Nashua,428704.0,2024-12-31,335039.8697,0.6,201023.92182,134015.94788,0.0404,0.03,0.07039999999999999
Manchester - NH USA - Outlying Hillsborough County,Manchester - NH,Outlying Hillsborough County,428704.0,2024-12-31,308187.171,0.6,184912.3026,123274.86839999999,0.0404,0.03,0.07039999999999999
Mankato - MN USA - City Center Mankato ,Mankato - MN,City Center Mankato ,105087.0,2024-12-31,269766.6398,0.6,161859.98388,107906.65592,0.0404,0.03,0.07039999999999999
Mankato - MN USA - East Mankato ,Mankato - MN,East Mankato ,105087.0,2024-12-31,277466.3657,0.6,166479.81942,110986.54628000001,0.0404,0.03,0.07039999999999999
Mankato - MN USA - North Mankato ,Mankato - MN,North Mankato ,105087.0,2024-12-31,230665.8315,0.6,138399.4989,92266.33260000001,0.0404,0.03,0.07039999999999999
Mansfield - OH USA - Mansfield,Mansfield - OH,Mansfield,124571.0,2024-12-31,132357.0666,0.6,79414.23995999999,52942.82664,0.0404,0.03,0.07039999999999999
McAllen - TX USA - East McAllen,McAllen - TX,East McAllen,911371.0,2024-12-31,88900.8421,0.6,53340.50526,35560.336839999996,0.0404,0.03,0.07039999999999999
McAllen - TX USA - Edinburgh/North Hidalgo County,McAllen - TX,Edinburgh/North Hidalgo County,911371.0,2024-12-31,94818.2087,0.6,56890.92522,37927.283480000006,0.0404,0.03,0.07039999999999999
McAllen - TX USA - Mission/Alton,McAllen - TX,Mission/Alton,911371.0,2024-12-31,90020.0676,0.6,54012.040559999994,36008.02704,0.0404,0.03,0.07039999999999999
McAllen - TX USA - North McAllen,McAllen - TX,North McAllen,911371.0,2024-12-31,94000.4137,0.6,56400.24822,37600.16548,0.0404,0.03,0.07039999999999999
McAllen - TX USA - South McAllen/Hidalgo,McAllen - TX,South McAllen/Hidalgo,911371.0,2024-12-31,72917.8212,0.6,43750.69272000001,29167.128480000003,0.0404,0.03,0.07039999999999999
Melbourne - FL USA - Melbourne,Melbourne - FL,Melbourne,651191.0,2024-12-31,277039.3924,0.6,166223.63543999998,110815.75696000001,0.0404,0.03,0.07039999999999999
Melbourne - FL USA - Port St John/Cocoa West ,Melbourne - FL,Port St John/Cocoa West ,651191.0,2024-12-31,297113.3499,0.6,178268.00993999996,118845.33996,0.0404,0.03,0.07039999999999999
Melbourne - FL USA - South Brevard County,Melbourne - FL,South Brevard County,651191.0,2024-12-31,202689.3202,0.6,121613.59211999999,81075.72808,0.0404,0.03,0.07039999999999999
Melbourne - FL USA - Suburban Melbourne,Melbourne - FL,Suburban Melbourne,651191.0,2024-12-31,251039.9492,0.6,150623.96951999998,100415.97968,0.0404,0.03,0.07039999999999999
Melbourne - FL USA - Titusville,Melbourne - FL,Titusville,651191.0,2024-12-31,207448.8823,0.6,124469.32938,82979.55292,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Collierville,Memphis - TN,Collierville,1338660.0,2024-12-31,145515.8326,0.6,87309.49956,58206.33304,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Crittenden County,Memphis - TN,Crittenden County,1338660.0,2024-12-31,209406.5863,0.6,125643.95177999999,83762.63452,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Downtown Memphis,Memphis - TN,Downtown Memphis,1338660.0,2024-12-31,124707.2865,0.6,74824.3719,49882.914600000004,0.0404,0.03,0.07039999999999999
Memphis - TN USA - East Memphis,Memphis - TN,East Memphis,1338660.0,2024-12-31,125736.4667,0.6,75441.88002,50294.58668000001,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Germantown,Memphis - TN,Germantown,1338660.0,2024-12-31,165675.5973,0.6,99405.35837999999,66270.23892,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Midtown Memphis,Memphis - TN,Midtown Memphis,1338660.0,2024-12-31,165250.5795,0.6,99150.3477,66100.2318,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Millington,Memphis - TN,Millington,1338660.0,2024-12-31,140293.1665,0.6,84175.89989999999,56117.2666,0.0404,0.03,0.07039999999999999
Memphis - TN USA - North Memphis,Memphis - TN,North Memphis,1338660.0,2024-12-31,168029.9811,0.6,100817.98866,67211.99244,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Northeast Memphis,Memphis - TN,Northeast Memphis,1338660.0,2024-12-31,142704.1881,0.6,85622.51285999999,57081.675240000004,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Southaven/Olive Branch Area,Memphis - TN,Southaven/Olive Branch Area,1338660.0,2024-12-31,152178.9002,0.6,91307.34012000001,60871.56008,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Southeast Memphis,Memphis - TN,Southeast Memphis,1338660.0,2024-12-31,113092.51,0.6,67855.506,45237.004,0.0404,0.03,0.07039999999999999
Memphis - TN USA - Tipton County,Memphis - TN,Tipton County,1338660.0,2024-12-31,116144.0142,0.6,69686.40852,46457.60568000001,0.0404,0.03,0.07039999999999999
Merced - CA USA - Merced County,Merced - CA,Merced County,291094.0,2024-12-31,162531.2117,0.6,97518.72702,65012.48468000001,0.0404,0.03,0.07039999999999999
Miami - FL USA - Aventura,Miami - FL,Aventura,2719413.0,2024-12-31,387591.8934,0.6,232555.13603999998,155036.75736000002,0.0404,0.03,0.07039999999999999
Miami - FL USA - Coconut Grove,Miami - FL,Coconut Grove,2719413.0,2024-12-31,587811.8587,0.6,352687.11522,235124.74348,0.0404,0.03,0.07039999999999999
Miami - FL USA - Coral Gables,Miami - FL,Coral Gables,2719413.0,2024-12-31,529107.8561,0.6,317464.71366,211643.14244,0.0404,0.03,0.07039999999999999
Miami - FL USA - Downtown Miami,Miami - FL,Downtown Miami,2719413.0,2024-12-31,498123.1061,0.6,298873.86366,199249.24244,0.0404,0.03,0.07039999999999999
Miami - FL USA - Hialeah/Miami Lakes,Miami - FL,Hialeah/Miami Lakes,2719413.0,2024-12-31,415263.938,0.6,249158.3628,166105.57520000002,0.0404,0.03,0.07039999999999999
Miami - FL USA - Homestead/South Dade,Miami - FL,Homestead/South Dade,2719413.0,2024-12-31,287349.2275,0.6,172409.5365,114939.69099999999,0.0404,0.03,0.07039999999999999
Miami - FL USA - Kendall,Miami - FL,Kendall,2719413.0,2024-12-31,366398.0942,0.6,219838.85652,146559.23768,0.0404,0.03,0.07039999999999999
Miami - FL USA - Little Havana,Miami - FL,Little Havana,2719413.0,2024-12-31,458523.9901,0.6,275114.39405999996,183409.59604,0.0404,0.03,0.07039999999999999
Miami - FL USA - Miami Springs/Doral,Miami - FL,Miami Springs/Doral,2719413.0,2024-12-31,411018.995,0.6,246611.397,164407.598,0.0404,0.03,0.07039999999999999
Miami - FL USA - North Beach,Miami - FL,North Beach,2719413.0,2024-12-31,389425.5563,0.6,233655.33378,155770.22252,0.0404,0.03,0.07039999999999999
Miami - FL USA - North Miami Beach,Miami - FL,North Miami Beach,2719413.0,2024-12-31,460955.7681,0.6,276573.46086,184382.30724,0.0404,0.03,0.07039999999999999
Midland - TX USA - Midland ,Midland - TX,Midland ,185668.0,2024-12-31,161252.3808,0.6,96751.42848,64500.95232000001,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Brown Deer,Milwaukee - WI,Brown Deer,1563081.0,2024-12-31,203337.1236,0.6,122002.27415999999,81334.84944,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Central Milwaukee,Milwaukee - WI,Central Milwaukee,1563081.0,2024-12-31,180880.0461,0.6,108528.02766,72352.01844,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Downtown Milwaukee,Milwaukee - WI,Downtown Milwaukee,1563081.0,2024-12-31,266202.1478,0.6,159721.28868,106480.85912,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Eastern Waukesha County,Milwaukee - WI,Eastern Waukesha County,1563081.0,2024-12-31,233279.9557,0.6,139967.97342,93311.98228,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - North Shore,Milwaukee - WI,North Shore,1563081.0,2024-12-31,337217.9417,0.6,202330.76502000002,134887.17668,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Northern Ozaukee County,Milwaukee - WI,Northern Ozaukee County,1563081.0,2024-12-31,111127.826,0.6,66676.6956,44451.1304,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Outlying Waukesha County,Milwaukee - WI,Outlying Waukesha County,1563081.0,2024-12-31,185133.4643,0.6,111080.07857999999,74053.38572,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Shorewood/Whitefish Bay,Milwaukee - WI,Shorewood/Whitefish Bay,1563081.0,2024-12-31,238075.8162,0.6,142845.48972,95230.32648,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - South Milwaukee,Milwaukee - WI,South Milwaukee,1563081.0,2024-12-31,186321.9767,0.6,111793.18602,74528.79068,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Southern Milwaukee County,Milwaukee - WI,Southern Milwaukee County,1563081.0,2024-12-31,227890.1819,0.6,136734.10914,91156.07276000001,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Southern Ozaukee County,Milwaukee - WI,Southern Ozaukee County,1563081.0,2024-12-31,209194.2001,0.6,125516.52005999998,83677.68004,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Washington County,Milwaukee - WI,Washington County,1563081.0,2024-12-31,163584.2876,0.6,98150.57256,65433.71504000001,0.0404,0.03,0.07039999999999999
Milwaukee - WI USA - Wauwatosa/West Allis,Milwaukee - WI,Wauwatosa/West Allis,1563081.0,2024-12-31,201015.7703,0.6,120609.46218,80406.30812,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Anoka Northern Suburbs,Minneapolis - MN,Anoka Northern Suburbs,3764348.0,2024-12-31,174639.8193,0.6,104783.89158,69855.92772,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Apple Valley/Lakeville/Hastings,Minneapolis - MN,Apple Valley/Lakeville/Hastings,3764348.0,2024-12-31,252061.8515,0.6,151237.11089999997,100824.7406,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Bloomington West,Minneapolis - MN,Bloomington West,3764348.0,2024-12-31,269869.4524,0.6,161921.67144,107947.78096,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Carver County,Minneapolis - MN,Carver County,3764348.0,2024-12-31,201775.9849,0.6,121065.59094,80710.39396000002,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Coon Rapids/Fridley/Blaine,Minneapolis - MN,Coon Rapids/Fridley/Blaine,3764348.0,2024-12-31,218965.4973,0.6,131379.29838,87586.19892,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Dayton/Champlin/Brooklyn Park,Minneapolis - MN,Dayton/Champlin/Brooklyn Park,3764348.0,2024-12-31,171963.3608,0.6,103178.01647999999,68785.34432,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Downtown Minneapolis,Minneapolis - MN,Downtown Minneapolis,3764348.0,2024-12-31,265509.2964,0.6,159305.57783999998,106203.71856000001,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Downtown St Paul,Minneapolis - MN,Downtown St Paul,3764348.0,2024-12-31,233525.05,0.6,140115.02999999997,93410.02,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Eagan/Burnsville/Inver Grove Heights,Minneapolis - MN,Eagan/Burnsville/Inver Grove Heights,3764348.0,2024-12-31,264756.0121,0.6,158853.60726,105902.40484,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Eden Prairie,Minneapolis - MN,Eden Prairie,3764348.0,2024-12-31,288778.9385,0.6,173267.3631,115511.5754,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Edina,Minneapolis - MN,Edina,3764348.0,2024-12-31,328637.8645,0.6,197182.7187,131455.14580000003,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Hennepin Far Western Suburbs,Minneapolis - MN,Hennepin Far Western Suburbs,3764348.0,2024-12-31,256983.0316,0.6,154189.81896,102793.21264,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Maple Grove/Golden Valley/Plymouth,Minneapolis - MN,Maple Grove/Golden Valley/Plymouth,3764348.0,2024-12-31,261308.7343,0.6,156785.24057999998,104523.49372000001,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Maplewood/East Ramsey County,Minneapolis - MN,Maplewood/East Ramsey County,3764348.0,2024-12-31,231461.8013,0.6,138877.08078,92584.72052,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Northeast Minneapolis,Minneapolis - MN,Northeast Minneapolis,3764348.0,2024-12-31,261137.2949,0.6,156682.37694,104454.91796,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Outlying St Paul,Minneapolis - MN,Outlying St Paul,3764348.0,2024-12-31,184079.2367,0.6,110447.54202000001,73631.69468,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Pierce Far Eastern Suburbs,Minneapolis - MN,Pierce Far Eastern Suburbs,3764348.0,2024-12-31,140596.576,0.6,84357.9456,56238.6304,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Richfield/Bloomington East,Minneapolis - MN,Richfield/Bloomington East,3764348.0,2024-12-31,254985.2819,0.6,152991.16914,101994.11276,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Scott Far Western Suburbs,Minneapolis - MN,Scott Far Western Suburbs,3764348.0,2024-12-31,251946.0107,0.6,151167.60642,100778.40428000002,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Sherburne County,Minneapolis - MN,Sherburne County,3764348.0,2024-12-31,172479.463,0.6,103487.67779999999,68991.7852,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - South Minneapolis,Minneapolis - MN,South Minneapolis,3764348.0,2024-12-31,226476.6345,0.6,135885.9807,90590.6538,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - St Croix Far Eastern Suburbs,Minneapolis - MN,St Croix Far Eastern Suburbs,3764348.0,2024-12-31,139159.944,0.6,83495.96639999999,55663.9776,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - St Louis Park/Hopkins,Minneapolis - MN,St Louis Park/Hopkins,3764348.0,2024-12-31,273247.2674,0.6,163948.36044000002,109298.90696000001,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - University,Minneapolis - MN,University,3764348.0,2024-12-31,280000.2752,0.6,168000.16511999996,112000.11008,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Uptown/West Calhoun/Bryn Mawr,Minneapolis - MN,Uptown/West Calhoun/Bryn Mawr,3764348.0,2024-12-31,281129.8176,0.6,168677.89056,112451.92704000001,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Washington Far Eastern Suburbs,Minneapolis - MN,Washington Far Eastern Suburbs,3764348.0,2024-12-31,264351.6603,0.6,158610.99618,105740.66412,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - West Bank/Central Minneapolis,Minneapolis - MN,West Bank/Central Minneapolis,3764348.0,2024-12-31,210021.3538,0.6,126012.81228,84008.54152000001,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - West Ramsey County,Minneapolis - MN,West Ramsey County,3764348.0,2024-12-31,256280.9076,0.6,153768.54456,102512.36304000001,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - West Side,Minneapolis - MN,West Side,3764348.0,2024-12-31,208766.3,0.6,125259.77999999998,83506.52,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - West St Paul,Minneapolis - MN,West St Paul,3764348.0,2024-12-31,382532.3647,0.6,229519.41882,153012.94587999998,0.0404,0.03,0.07039999999999999
Minneapolis - MN USA - Wright Far Western Suburbs,Minneapolis - MN,Wright Far Western Suburbs,3764348.0,2024-12-31,243424.4572,0.6,146054.67432,97369.78288000001,0.0404,0.03,0.07039999999999999
Missoula - MT USA - Downtown Missoula ,Missoula - MT,Downtown Missoula ,123036.0,2024-12-31,274688.1159,0.6,164812.86953999999,109875.24635999999,0.0404,0.03,0.07039999999999999
Mobile - AL USA - Downtown Mobile,Mobile - AL,Downtown Mobile,413012.0,2024-12-31,162216.5583,0.6,97329.93497999999,64886.623320000006,0.0404,0.03,0.07039999999999999
Mobile - AL USA - Saraland,Mobile - AL,Saraland,413012.0,2024-12-31,122855.2634,0.6,73713.15804,49142.10536,0.0404,0.03,0.07039999999999999
Mobile - AL USA - West Mobile,Mobile - AL,West Mobile,413012.0,2024-12-31,173121.7939,0.6,103873.07633999999,69248.71756,0.0404,0.03,0.07039999999999999
Modesto - CA USA - Ceres/Keyes,Modesto - CA,Ceres/Keyes,552153.0,2024-12-31,184432.5,0.6,110659.5,73773.0,0.0404,0.03,0.07039999999999999
Modesto - CA USA - Northeast,Modesto - CA,Northeast,552153.0,2024-12-31,255786.7495,0.6,153472.0497,102314.6998,0.0404,0.03,0.07039999999999999
Modesto - CA USA - Salida/Riverbank,Modesto - CA,Salida/Riverbank,552153.0,2024-12-31,187052.377,0.6,112231.4262,74820.9508,0.0404,0.03,0.07039999999999999
Modesto - CA USA - Turlock,Modesto - CA,Turlock,552153.0,2024-12-31,256960.2333,0.6,154176.13997999998,102784.09332,0.0404,0.03,0.07039999999999999
Montgomery - AL USA - Downtown Montgomery,Montgomery - AL,Downtown Montgomery,388862.0,2024-12-31,120240.7265,0.6,72144.4359,48096.29060000001,0.0404,0.03,0.07039999999999999
Montgomery - AL USA - East Montgomery,Montgomery - AL,East Montgomery,388862.0,2024-12-31,131841.9834,0.6,79105.19003999999,52736.79336,0.0404,0.03,0.07039999999999999
Montgomery - AL USA - South Montgomery,Montgomery - AL,South Montgomery,388862.0,2024-12-31,108959.0509,0.6,65375.43054,43583.62036,0.0404,0.03,0.07039999999999999
Muncie - IN USA - North Muncie,Muncie - IN,North Muncie,110979.0,2024-12-31,92458.044,0.6,55474.8264,36983.217599999996,0.0404,0.03,0.07039999999999999
Muskegon - MI USA - Muskegon Heights,Muskegon - MI,Muskegon Heights,176897.0,2024-12-31,98551.2215,0.6,59130.732899999995,39420.488600000004,0.0404,0.03,0.07039999999999999
Muskegon - MI USA - Muskegon/Norton Shores,Muskegon - MI,Muskegon/Norton Shores,176897.0,2024-12-31,130281.3248,0.6,78168.79488,52112.52992,0.0404,0.03,0.07039999999999999
Myrtle Beach - SC USA - Brunswick County,Myrtle Beach - SC,Brunswick County,572044.0,2024-12-31,202506.545,0.6,121503.927,81002.61800000002,0.0404,0.03,0.07039999999999999
Myrtle Beach - SC USA - Myrtle Beach,Myrtle Beach - SC,Myrtle Beach,572044.0,2024-12-31,191782.2805,0.6,115069.36829999999,76712.9122,0.0404,0.03,0.07039999999999999
Myrtle Beach - SC USA - North Myrtle Beach,Myrtle Beach - SC,North Myrtle Beach,572044.0,2024-12-31,155200.5204,0.6,93120.31224,62080.20816000001,0.0404,0.03,0.07039999999999999
Myrtle Beach - SC USA - South Horry County,Myrtle Beach - SC,South Horry County,572044.0,2024-12-31,204734.7771,0.6,122840.86626,81893.91084000001,0.0404,0.03,0.07039999999999999
Napa - CA USA - American Canyon,Napa - CA,American Canyon,133846.0,2024-12-31,446782.07,0.6,268069.24199999997,178712.828,0.0404,0.03,0.07039999999999999
Napa - CA USA - Napa,Napa - CA,Napa,133846.0,2024-12-31,388971.3977,0.6,233382.83861999997,155588.55908,0.0404,0.03,0.07039999999999999
